,NYUAD Archives Reference,,Song Title,Artist,Composer,Year (estimate/range),Original Format,Side,Label,"Serial Numbers (Generally: Recording #, Disc #, other)",Genre,Collection ID,Image,Research Notes,Corrections made by Cristóbal. 
TRUE,AD-MC-035_ref697,697,Kuwa Mbali Mbali,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref698,698,La La La La,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref699,699,Maashuki,Jauharah Orchestra,NA,1952,78 rpm shellac disc,NA,NA,NA,NA,JH,,"Featured on Colonial Dance Bands (SWP Records, 2006).",New Entry
TRUE,AD-MC-035_ref701,701,Machozi ya Huba,Alwattan Musical Club,NA,1950,78 rpm shellac disc,A,Gallotone,NA,Swahili,JH,,Also archived in Mainz AMA.,
TRUE,AD-MC-035_ref703,703,Madina,Musa Maruf,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry! 
TRUE,AD-MC-035_ref704,704,Mafuta,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref705,705,Mahaba Hatari,Alwattan Musical Club,NA,1950,78 rpm shellac disc,A,Gallotone,NA,Swahili/Nguja,JH,,Also archived in Mainz AMA.,
TRUE,AD-MC-035_ref707,707,Mahaba Jamani,Malim Shaban,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,"Alternate spellings: Maalim Shaban, Maalim Shaaban, Mw. Shabaan",New Entry! 
TRUE,AD-MC-035_ref709,709,Mahaba ya Dhati,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref710,710,Makusanya,Jauharah Orchestra,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref711,711,Mapengo,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref712,712,Masikini Mwanangu,Siti Kiburi,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry!
TRUE,AD-MC-035_ref713,713,Masikini Nyota,Three Brothers,NA,NA,NA,NA,NA,NA,NA,NA,,NA,New Entry
TRUE,AD-MC-035_ref714,714,Mawaidha,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref715,715,Mayowe,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref716,716,Mazoweya,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref717,717,Mbaazi,Malim Shaban,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,"Alternate spellings: Maalim Shaban, Maalim Shaaban, Mw. Shabaan",New Entry! 
TRUE,AD-MC-035_ref718,718,Mbaazi 2,Malim Shaban,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,"Alternate spellings: Maalim Shaban, Maalim Shaaban, Mw. Shabaan",New Entry! 
TRUE,AD-MC-035_ref720,720,Mja Hulinda Kizima,Hassan and Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref721,721,Mpende Anae Kupenda,Ursulla/Black Star Musical Club,NA,ca. 1960-1972,45 rpm vinyl disc,B,Philips,"AL 486, HL 7 - 243",Kiswahili,JH,Y,"""An Assanand & Sons (Msa) LTD. Mzuri Recording."" ""MFD by E. A. Records for Phonograph in E. Africa.""",New Entry
TRUE,AD-MC-035_ref723,723,Mpenzi Wangu,Siti Kiburi,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry!
TRUE,AD-MC-035_ref724,724,Mpenzi Wangu Kanitoka,Musa Maruf,NA,1952-1961,78 rpm shellac disc,NA,Jambo,"J.R. 773, EA. 421",Swahili,JH,,Duplicated in PP.,New Entry! 
TRUE,AD-MC-035_ref726,726,Muhogo wa jang'ombe,Siti Binti Saad and Group,Maalim Shaaban,ca. 1930,78 rpm shellac disc,NA,Columbia,"W 63049, WE 14",NA,JH,,"Also archived in the British Library Sound Archive, and released on Poetry and Languid Charm (Topic Records, 2007) with contextual notes by Janet Topp Fargion. Matola et al. 1966:60.",New Entry! 
TRUE,AD-MC-035_ref728,728,Mzishi Hazikwi,Alwattan Musical Club,NA,1954/5,78 rpm shellac disc,B,Gallotone,NA,NA,JH,,NA,
TRUE,AD-MC-035_ref729,729,Mzoweya Kula Nyoka,Moh'd Kadara,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry!
TRUE,AD-MC-035_ref730,730,Mzoweya Punda 1,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref731,731,Mzoweya Punda 2,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref732,732,Nacheka Sina Furaha 1,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref733,733,Nacheka Sina Furaha 2,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref734,734,Nahnu Shabab,Omar Awadh Albany,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref735,735,Nahoni Anka Adhali,Omar Awadh Albany,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref736,736,Nakupa Batwini,Badi Rinda,NA,NA,NA,NA,NA,NA,NA,JH,,NA,
TRUE,AD-MC-035_ref737,737,Naliya,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref738,738,Nani Kama Wewe,Musa Maruf,NA,NA,NA,NA,NA,NA,NA,JH,,Late-career release (Jamal Hafidh).,New Entry! 
TRUE,AD-MC-035_ref740,740,Napenda Waeleza,Alwattan Musical Club,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,
TRUE,AD-MC-035_ref741,741,Ndako Wewe Hamu––Sehemu ya Kwanza,Mbaruk Effendi,Mbaruk Effendi,ca. 1930,78 rpm shellac disc,A,Columbia,"W 63095, WE 6",Wimbo—Kiswahili,JH,,"Alternate names: Sheikh Mbaruk Effendi, Sheik Mbaruk Effendi, Mbaruk Effandi, Mbaruk Talsam. ""Sehemu ya"" = part. ""wimbo"" = song. Listed on Afrodisc.com. Matola et al. 1966:74.",New Entry!
TRUE,AD-MC-035_ref743,743,Ndako Wewe Hamu––Sehemu ya Pili,Mbaruk Effendi,Mbaruk Effendi,ca. 1930,78 rpm shellac disc,B,Columbia,WE 6,Wimbo—Kiswahili,JH,,"Alternate names: Sheikh Mbaruk Effendi, Sheik Mbaruk Effendi, Mbaruk Effandi, Mbaruk Talsam. ""Sehemu ya"" = part. ""wimbo"" = song.  Listed on Afrodisc.com. Matola et al. 1966:42.",New Entry!
TRUE,AD-MC-035_ref745,745,Nenda,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref746,746,Nenda Uwendako,Moh'd Kadara,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry!
TRUE,AD-MC-035_ref747,747,Ngoma Iko Huku,Salim Abdulla/Cuban Marimba Band,Salim Abdulla,ca. 1965-1975,45 rpm vinyl disc,NA,Mzuri,"AL 55, HL 7 - 28",Kiswahili,JH,Y,"""Assanand & Sons (Mombasa) LTD."" (Marehemu Salim Abdulla)."" Marehemu = ""the late"" (i.e. Salim Abdulla had passed away at the time of this release.",New Entry
TRUE,AD-MC-035_ref749,749,Ni Uzito,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref750,750,Niatani,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref751,751,Nikikwangalia,Alwattan Musical Club,NA,1950,78 rpm shellac disc,A,Gallotone,NA,Swahili,JH,,Also archived in Mainz AMA.,
TRUE,AD-MC-035_ref753,753,Nilikupenda,Black Star Musical Club,NA,ca. 1960-1972,45 rpm vinyl disc,B,Philips,"AL 420, HL 7 - 210",NA,JH,Y,"""Amina (Vocal)."" ""An Assanand & Sons (Msa) LTD. Mzuri Recording."" ""MFD by E. A. Records for Phonograph in E. Africa.""",New Entry
TRUE,AD-MC-035_ref755,755,Nimechoka Kusubiri,Juma Bhalo & Party,NA,ca. 1960-1972,45 rpm vinyl disc,A,Philips,HL 7-136,NA,JH,,Listed on KenTanzaVinyl.com.,New Entry
TRUE,AD-MC-035_ref757,757,Nimeyaswadiki,Three Brothers,NA,NA,NA,NA,NA,NA,NA,NA,,NA,New Entry
TRUE,AD-MC-035_ref758,758,Nimpendae Hajui,Malika,NA,NA,NA,NA,NA,NA,NA,JH,,Full name: Asha Abdo Suleiman. Recorded when Malika was a Somali national and employed by the state.,New Entry
TRUE,AD-MC-035_ref760,760,Nina Wingi Wa Furaha,Egyptian Musical Club,NA,NA,NA,NA,NA,NA,NA,JH,Y,NA,New Entry
TRUE,AD-MC-035_ref761,761,Nipa Penseli,Siti Mayasa and Party,NA,1950,78 rpm shellac disc,B,Jambo,NA,NA,JH,,East African Sound Studios. Also archived in Mainz AMA.,New Entry!
TRUE,AD-MC-035_ref763,763,Nipe Changu Kitumbua,Ngoma ya Jamii Kheirat,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref764,764,Nna Uwa Langu,Juma Suleiman,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref765,765,Nnayokwambiya,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref766,766,Nntakusubiri,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,Y,NA,New Entry
TRUE,AD-MC-035_ref767,767,Nuni,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref768,768,Nyota,Juma Bhalo & Party,NA,ca. 1960-1972,45 rpm vinyl disc,B,Philips,HL 7-181,NA,JH,Y,Listed on KenTanzaVinyl.com.,New Entry
TRUE,AD-MC-035_ref770,770,Ok Ashik-Somali,Abdulrahman Bin Karman,NA,NA,NA,NA,NA,NA,NA,JH,,NA,
TRUE,AD-MC-035_ref771,771,Okay My Dali,Three Brothers,NA,NA,NA,NA,NA,NA,NA,NA,,NA,New Entry
TRUE,AD-MC-035_ref772,772,Pemba,Malim Shaban,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,"Alternate spellings: Maalim Shaban, Maalim Shaaban, Mw. Shabaan",New Entry! 
TRUE,AD-MC-035_ref774,774,Pete,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,Y,NA,New Entry
TRUE,AD-MC-035_ref775,775,Pili Pili,Black Star Musical Club,NA,ca. 1960-1972,45 rpm vinyl disc,A,Philips,HL 7-210,NA,JH,Y,Listed on KenTanzaVinyl.com.,New Entry
TRUE,AD-MC-035_ref777,777,Queeni,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref778,778,Raha ya Mauwa,Siti Mayasa and Party,NA,1950,78 rpm shellac disc,B,Jambo,NA,NA,JH,,"East African Sound Studios. Also archived in Mainz AMA. Listed in AMA as ""Ladha ya Maua"" [possible misspelling on label].",New Entry!
TRUE,AD-MC-035_ref780,780,Rahimu Inua Ngao,Siti wa Habu,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry!
TRUE,AD-MC-035_ref781,781,Rauahu,Abdulrahman Bin Karman,NA,NA,NA,NA,NA,NA,NA,JH,,NA,
TRUE,AD-MC-035_ref782,782,Rupiya-Layla na Matinuni,Musa Maruf,NA,NA,NA,NA,NA,NA,NA,JH,,Late-career release (Jamal Hafidh).,New Entry! 
TRUE,AD-MC-035_ref784,784,Samaki Akiosa,Banatil Wattan and Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,
TRUE,AD-MC-035_ref785,785,Sende Zako,Juma Bhalo & Party,NA,ca.1960-1972,45 rpm vinyl disc,A,Philips,HL 7-181,NA,JH,Y,Listed on KenTanzaVinyl.com.,New Entry
TRUE,AD-MC-035_ref787,787,Shakarta Dhamaa,Omar Awadh Albany,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref788,788,Shombo Binti Hasani,Ramadhan Faki,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref789,789,Si Mimi Ni Moyo,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref790,790,Sina Neno,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref791,791,Siniteze Shere,Moh'd Kadara,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry!
TRUE,AD-MC-035_ref792,792,Sitambae 1,Budda Swedi,Budda Bin Mwendo,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,Matola et al. 1966:120.,New Entry
TRUE,AD-MC-035_ref793,793,Sitambae 2,Budda Swedi,Budda Bin Mwendo,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,Matola et al. 1966:120.,New Entry
TRUE,AD-MC-035_ref794,794,Siwakati Huu,Siti Ganduri and Party of Ras Maalin Revue,NA,NA,78 rpm shellac disc,A,Columbia,EO 2131,Kiswahili,JH,,Listed on Afrodisc.com,New Entry!
TRUE,AD-MC-035_ref796,796,Swahibu,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref797,797,Taireni Waganga 1,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref798,798,Taireni Waganga 2,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref799,799,Taksim Nahwandi - wimbo wa vinanda viwili,Ramazan Bin Ambar,NA,ca. 1930,78 rpm shellac disc,NA,Columbia,"W 63308, WE 13",NA,JH,,"with Subeit Bin Ambar. Nai and Oud. Also archived in the British Library Sound Archive, and released on Poetry and Languid Charm (Topic Records, 2007) with contextual notes by Janet Topp Fargion.",New Entry
TRUE,AD-MC-035_ref801,801,Tangu Kuepukana,Badi Rinda,NA,NA,NA,NA,NA,NA,NA,JH,,NA,
TRUE,AD-MC-035_ref802,802,Taqsim,Subeit Bin Ambar,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,NA,,NA,New Entry
TRUE,AD-MC-035_ref804,804,Taqsim-Oud,Budda Swedi,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref805,805,Taqsim-Violin,Budda Swedi,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref806,806,Thalatha Shahari 1,Mwana Amina,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry! 
TRUE,AD-MC-035_ref807,807,Thalatha Shahari 2,Mwana Amina,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry! 
TRUE,AD-MC-035_ref808,808,Toka Haya Nenda,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref809,809,Toka Haya Nenda 2,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref810,810,Tulia Utuwe,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref811,811,Tulizana Nikwambie,Alwattan Musical Club,NA,1950,78 rpm shellac disc,B,Gallotone,NA,Swahili,JH,,Also archived in Mainz AMA.,
TRUE,AD-MC-035_ref813,813,Tuwe Mbali Mbali,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref814,814,Ulimbaji wa Chooni,Hassan and Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref815,815,Una Mitulinga,Siti Ganduri and Party of Ras Maalin Revue,NA,NA,78 rpm shellac disc,B,Columbia,EO 2131,Kiswahili,JH,,Listed on Afrodisc.com,New Entry!
TRUE,AD-MC-035_ref817,817,Unguja-Bendera,Musa Maruf,NA,NA,NA,NA,NA,NA,NA,JH,,Late-career release (Jamal Hafidh).,New Entry! 
TRUE,AD-MC-035_ref819,819,Uniombee Karima 1 and 2,Malim Shaban,Malim Shaban,NA,78 rpm shellac disc,NA,Columbia,WE 21,NA,JH,,"Alternate spellings: Maalim Shaban, Maalim Shaaban, Mw. Shabaan",New Entry! 
TRUE,AD-MC-035_ref821,821,Usibadilike,Juma Bhalo & Party,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref822,822,Utaniathiri,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref823,823,Uzuri Huongezeka,Egyptian Musical Club,NA,NA,NA,NA,NA,NA,NA,JH,Y,NA,New Entry
TRUE,AD-MC-035_ref825,825,Wacheni Yenu Tamaa,Ramadhan Faki,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,AD-MC-035_ref826,826,Wakilindaje Kisima?,Jauharah Orchestra,NA,1950,78 rpm shellac disc,A,Gallotone,"ABC.13676, GB.2229",Swahili,JH,,Also archived in Mainz AMA. Duplicated in PP.,New Entry
TRUE,AD-MC-035_ref828,828,Wangu Ukhutina,Jauharah Orchestra,NA,1955,78 rpm shellac disc,A,Trek,NA,NA,JH,,Also archived in Mainz AMA.,New Entry
TRUE,AD-MC-035_ref830,830,Wangu wa Anasa,Siti Mayasa and Party,NA,1950,78 rpm shellac disc,A,Jambo,NA,NA,JH,,East African Sound Studios. Also archived in Mainz AMA.,New Entry!
TRUE,AD-MC-035_ref832,832,Yalaiti Part 1/Yalaiti Part 2,Siti Binti Saad,NA,1939,78 rpm shellac disc,NA,Columbia,EO 2002,NA,JH,,Sides A and B combined on cassette.,New Entry
TRUE,AD-MC-035_ref835,835,Yomi Nimechoka,Siti Ganduri and Party of Ras Maalin Revue,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry!
TRUE,AD-MC-035_ref836,836,Zimekutanika,Musa Maruf,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry! 
TRUE,AD-MC-035_ref837,837,Ziwache Khasama,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
,AD-MC-035_ref853,853,Bila Shaka Kweli Nakupenda,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref854,854,Cheza Cheza Mwanangu,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref855,855,Ee Mungu wa Mbinguni,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref856,856,Fikisha Barua Na,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref857,857,Hewala Hewala,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref858,858,Hii Ni Mwisho,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref859,859,Hizi Kipenzi,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref860,860,Kila Niliza,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref861,861,Kugombana Kupatana,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref862,862,Kwaheri Tunaagana,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref863,863,Leo Ni Siku Ya Furaha,Young India Band,,,,,,,,JH,,https://sounds.bl.uk/World-and-traditional-music/Young-India-record-label-collection/025M-CEAP190X7X14-014ZV0,
,AD-MC-035_ref864,864,Macho Yako Kama Nyota,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref865,865,Mahaba ya Siku Hizi,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref866,866,Mbio Mbio,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref867,867,Moyo Wangu,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref868,868,Nakukumbuka,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref869,869,Naliota Ndoto,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref870,870,"Nenda, Njoo",Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref871,871,"Nenda Zako, Nimechoke",Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref872,872,Nimeona Sura Ya,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref873,873,Ninasikitika,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref874,874,Njoo,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref875,875,Njoo Kwangu,Young India Band,,,,,,,,JH,,https://sounds.bl.uk/World-and-traditional-music/Young-India-record-label-collection/025M-CEAP190X7X14-011ZV0,
,AD-MC-035_ref876,876,Picha Picha Yoko,Young India Band,,,,,,,,JH,, https://sounds.bl.uk/World-and-traditional-music/Young-India-record-label-collection/025M-CEAP190X7X14-012ZV0,
,AD-MC-035_ref877,877,Sasa Tutacheza,Young India Band,,,,,,,,JH,,https://sounds.bl.uk/World-and-traditional-music/Young-India-record-label-collection/025M-CEAP190X7X14-006ZV0,
,AD-MC-035_ref878,878,Sauti Yako Nzuri,Young India Band,,,,,,,,JH,,https://sounds.bl.uk/World-and-traditional-music/Young-India-record-label-collection/025M-CEAP190X7X14-005ZV0,
,AD-MC-035_ref879,879,Sema Sasa,Young India Band,,,,,,,,JH,,,
,AD-MC-035_ref880,880,Upepo Baridi,Young India Band,,,,,,,,JH,,,
TRUE,AD-MC-035_ref852,852,Amma Baadu Nduyangu 2,Omar Bin Juma,NA,NA,NA,NA,NA,NA,NA,JH,,NA,New Entry
,,,bonzo vol2 side1,Bonzo & Party,NA,1995,NA,NA,NA,NA,NA,JH,,NA,New Entry
,,,bonzo vol2 side2,Bonzo & Party,NA,1995,NA,NA,NA,NA,NA,JH,,NA,New Entry
,,,Bonzovol1,Bonzo & Party,NA,1995,NA,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,DUPLICATE ENTRY,,Howa Bibiye 2,Siti Binti Saad,NA,NA,78 rpm shellac disc,NA,NA,NA,NA,JH,,NA,New Entry
TRUE,DUPLICATE ENTRY,,Ngoma,The Band of the Tanganyika Police,NA,NA,78 rpm shellac disc,NA,His Master's Voice,"OAM.161, AMC. 59",Regimental March,PP,Y,"“Director of Music: Victor E. Webster; recorded in Dar es Salamaa, Tanganyika.”",New Entry! 
,,,Vugo la Lamu,Vugo na Saluti,NA,NA,NA,NA,NA,NA,NA,JH,,New Entry,
,,,Anasa Njema,Zein l'Abdin,Ustadh Zein Labidin Ahmed,1974/2006,NA,NA,NA,NA,NA,JH,,"""Vocal & Oud Player: Ustadh Zein Labidin Ahmed Alamoody."" ""Dumbak: Abdulwahab Ahmed Alamoody & Swaleh Baadel."" ""Accordion: Bakari Salim Mwamasha."" ""Rika: Swaleh Baadel."" ""Bass Guitar: Juma Bakari Mrisho."" ""Marakas: Saggaf.""  ",
,,,Bahari Hailindiki,Zein l'Abdin,Ustadh Zein Labidin Ahmed,1974/2006,NA,NA,NA,NA,NA,JH,,"""Vocal & Oud Player: Ustadh Zein Labidin Ahmed Alamoody."" ""Dumbak: Abdulwahab Ahmed Alamoody & Swaleh Baadel."" ""Accordion: Bakari Salim Mwamasha."" ""Rika: Swaleh Baadel."" ""Bass Guitar: Juma Bakari Mrisho."" ""Marakas: Saggaf.""  ",
,,,Chembe,Zein l'Abdin,Ustadh Zein Labidin Ahmed,1974/2006,NA,NA,NA,NA,NA,JH,,"""Vocal & Oud Player: Ustadh Zein Labidin Ahmed Alamoody."" ""Dumbak: Abdulwahab Ahmed Alamoody & Swaleh Baadel."" ""Accordion: Bakari Salim Mwamasha."" ""Rika: Swaleh Baadel."" ""Bass Guitar: Juma Bakari Mrisho."" ""Marakas: Saggaf.""  ",
,,,Chombo,Zein l'Abdin,Ustadh Zein Labidin Ahmed,1974/2006,NA,NA,NA,NA,NA,JH,,"""Vocal & Oud Player: Ustadh Zein Labidin Ahmed Alamoody."" ""Dumbak: Abdulwahab Ahmed Alamoody & Swaleh Baadel."" ""Accordion: Bakari Salim Mwamasha."" ""Rika: Swaleh Baadel."" ""Bass Guitar: Juma Bakari Mrisho."" ""Marakas: Saggaf.""  ",
,,,Kosa Langu Jambo Gani?,Zein l'Abdin,Abdulwahab Ahmed Alamood,1974/2006,NA,NA,NA,NA,NA,JH,,"""Vocal & Oud Player: Ustadh Zein Labidin Ahmed Alamoody."" ""Dumbak: Abdulwahab Ahmed Alamoody & Swaleh Baadel."" ""Accordion: Bakari Salim Mwamasha."" ""Rika: Swaleh Baadel."" ""Bass Guitar: Juma Bakari Mrisho."" ""Marakas: Saggaf.""  ",
,,,Kumbuka Yangu Hisani,Zein l'Abdin,Ustadh Zein Labidin Ahmed,1974/2006,NA,NA,NA,NA,NA,JH,,"""Vocal & Oud Player: Ustadh Zein Labidin Ahmed Alamoody."" ""Dumbak: Abdulwahab Ahmed Alamoody & Swaleh Baadel."" ""Accordion: Bakari Salim Mwamasha."" ""Rika: Swaleh Baadel."" ""Bass Guitar: Juma Bakari Mrisho."" ""Marakas: Saggaf.""  ",
,,,Leo Nitafanya Nini?,Zein l'Abdin,Ustadh Zein Labidin Ahmed,1974/2006,NA,NA,NA,NA,NA,JH,,"""Vocal & Oud Player: Ustadh Zein Labidin Ahmed Alamoody."" ""Dumbak: Abdulwahab Ahmed Alamoody & Swaleh Baadel."" ""Accordion: Bakari Salim Mwamasha."" ""Rika: Swaleh Baadel."" ""Bass Guitar: Juma Bakari Mrisho."" ""Marakas: Saggaf.""  ",
,,,Tajiombea Salama,Zein l'Abdin,Ustadh Zein Labidin Ahmed,1974/2006,NA,NA,NA,NA,NA,JH,,"""Vocal & Oud Player: Ustadh Zein Labidin Ahmed Alamoody."" ""Dumbak: Abdulwahab Ahmed Alamoody & Swaleh Baadel."" ""Accordion: Bakari Salim Mwamasha."" ""Rika: Swaleh Baadel."" ""Bass Guitar: Juma Bakari Mrisho."" ""Marakas: Saggaf.""  ",
,,,Umeumbika,Zein l'Abdin,Ustadh Ahmed Sheikh Nabhany,1974/2006,NA,NA,NA,NA,NA,JH,,"""Vocal & Oud Player: Ustadh Zein Labidin Ahmed Alamoody."" ""Dumbak: Abdulwahab Ahmed Alamoody & Swaleh Baadel."" ""Accordion: Bakari Salim Mwamasha."" ""Rika: Swaleh Baadel."" ""Bass Guitar: Juma Bakari Mrisho."" ""Marakas: Saggaf.""  ",
